,date,title,content,sentiment score
482,11/10/2016,ITV Says Advertisers Cautious as Christmas Approaches,,0.0
483,,,,0.0
484,11/10/2016,AstraZeneca Sees Big Healthcare Changes Under Trump,,0.0
485,,,,0.0
486,11/10/2016,Samsung's Biotech Unit Debuts in Seoul. Here's What to Know.,,0.0
487,,,,0.0
488,11/10/2016,Asian Shares Stumble as Soaring U.S. Bond Yields Fuel Outflow Worries,,0.0
489,,,,0.0
490,11/10/2016,Wall St. Closes Mostly Higher,,0.0
491,,,,0.0
492,11/10/2016,Trump Rides a Wave of Fury That May Damage Global Prosperity,"News Analysis; Donald Trump has ridden wave of populist anger to win presidential election, but promises he made to address deficiencies of capitalism are very hard to fulfill; part of problem, both in United States and across world, is that populist movements have been galvanized by conditions created by trade, which is such elemental part of modern global economy that getting in its way will almost certainly result in damaging economic growth.",0.0
493,,,,0.0
494,11/10/2016,Banks and Exchanges Enjoy 'Trump Bump' Trading Surge,,0.0
495,,,,0.0
496,11/9/2016,Business Highlights,,0.0
497,,,,0.0
498,11/9/2016,The Market Is Betting Trump Will Bring Higher Inflation and Interest Rates,,0.0
499,,,,0.0
500,11/9/2016,Basel Banking Rules Should Stand Firm on Capital-U.S. Official,,0.0
501,,,,0.0
502,11/9/2016,Icahn Says He Bought Shares as They Slid Overnight-CNBC,,0.0
503,,,,0.0
504,11/9/2016,"Mexican Stocks, Peso Take a Beating Following Trump Victory",,0.0
505,,,,0.0
506,11/9/2016,Factbox: Trump Stand on AT&T/Time Warner Not Indicative of M&A Policy-Analysts,,0.0
507,,,,0.0
508,11/9/2016,Voters Shook Up Status Quo; Don't Do the Same to Your 401(k),,0.0
509,,,,0.0
510,11/9/2016,Iran Once Again Exceeds a Nuclear Deal Limit-IAEA Report,,0.0
511,,,,0.0
512,11/9/2016,One Crucial Investing Question: Are Your Goals Different Now?,,0.0
513,,,,0.0
514,11/9/2016,"Construction, Pharma, Gold Miners Seen as Europe's Top Trump Trades",,0.0
515,,,,0.0
516,11/9/2016,"Trump Victory Clouds Outlook for Time Warner-AT&T, Other Mergers",,0.0
517,,,,0.0
518,11/9/2016,Brazil Real Slides as Trump Win Boosts Uncertainty,,0.0
519,,,,0.0
520,11/9/2016,ECB Ready to Respond to Any Shock From Trump's Victory-Governors,,0.0
521,,,,0.0
522,11/9/2016,"Big Oil Revels in Trump Victory, Expects Less Red Tape",,0.0
523,,,,0.0
524,11/9/2016,Morning Agenda: Trump Triumphs and Global Markets Plummet,,0.0
525,,,,0.0
526,11/9/2016,Absorbing the Impossible,,0.0
527,,,,0.0
528,11/9/2016,"Donald Trump, Hillary Clinton, U.S. Senate: Your Wednesday Briefing",,0.0
529,,,,0.0
530,11/9/2016,"Economists See Pain, Then Gain for India After Bank Note Shock",,0.0
531,,,,0.0
532,11/9/2016,FTSE Recovers From Trump Shock to Hit One-Week High,,0.0
533,,,,0.0
534,11/9/2016,Trump Win Casts Doubt on Fed's Plans to Hike Interest Rates,,0.0
535,,,,0.0
536,11/9/2016,"Euronext Third-Quarter Revenue Hurt by Brexit Uncertainty, Lower Volatility",,0.0
537,,,,0.0
538,11/9/2016,Markets Right Now: S&P Backs US Rating After Trump Win,,0.0
539,,,,0.0
540,11/9/2016,Hong Kong Stocks Up Two Percent as Trump Fears Ease; China Also Up,,0.0
541,,,,0.0
542,11/9/2016,A Dewey Defeats Truman Lesson for the Digital Age,,0.0
543,,,,0.0
544,11/9/2016,Patrick Toomey Wins Re-election in Pennsylvania Senate Race,,0.0
545,,,,0.0
546,11/9/2016,Wall Street Surges After Trump Wins White House,,0.0
547,,,,0.0
548,11/9/2016,India's Shock Bank Note Ban Sparks Cash Chaos,,0.0
549,,,,0.0
550,11/9/2016,India's Shock Bank Note Ban Sparks Cash Chaos,,0.0
551,,,,0.0
552,11/9/2016,Japan's Top FX Diplomat Signals Readiness to Intervene as Yen Spikes,,0.0
553,,,,0.0
554,11/9/2016,Investors See No Let Up to Market Bloodbath if Trump Wins Presidency,,0.0
555,,,,0.0
556,11/9/2016,"European Shares Drop on Trump Win, Trim Losses on Acceptance Speech",,0.0
557,,,,0.0
558,11/9/2016,"Mexico Will Not Pay for Trump Wall, but Seeks Cooperation",,0.0
559,,,,0.0
560,11/9/2016,Wall Street Elite Stunned at Trump Triumph,,0.0
561,,,,0.0
562,11/9/2016,Global Markets Fall as Trump's Prospects of Winning Rise,,0.0
563,,,,0.0
564,11/9/2016,Global Markets Plummet on Rising Odds of Trump Victory,,0.0
565,,,,0.0
566,11/9/2016,Nikkei Tumbles to Five-Week Low as Trump Pulls Ahead in Tight White House Race,,0.0
567,,,,0.0
568,11/9/2016,U.S. Stock Futures Plunge as Trump's Prospects of Winning Rise,,0.0
569,,,,0.0
570,11/9/2016,"Why Stock Markets, Initially Shaken, Went Up After Trumps Victory",,0.0
571,,,,0.0
572,11/9/2016,Gold Has Biggest Rally Since Brexit as Trump Wins Ohio,,0.0
573,,,,0.0
574,11/9/2016,"After StanChart and UBS, Hong Kong Regulator Warns of More IPO Sponsor Probes",,0.0
575,,,,0.0
576,11/9/2016,"Rocky Start for VoteCastr, a Tech Start-Up Promising Real-Time Data",,0.0
577,,,,0.0
578,11/8/2016,Business Highlights,,0.0
579,,,,0.0
580,11/8/2016,Rio Tinto Suspends Senior Executive After Uncovers Guinea Payments,,0.0
581,,,,0.0
582,11/8/2016,What the Election Could Mean for the Markets,,0.0
583,,,,0.0
584,11/8/2016,ABN Amro's CFO Van Dijkhuizen to Become New CEO,,0.0
585,,,,0.0
586,11/8/2016,Valeants Struggles Are a Bad Omen for the Entire Industry,,0.0
587,,,,0.0
588,11/8/2016,Mrs M&S to the Rescue as Rowe Goes Back to Basics,,0.0
589,,,,0.0
590,11/8/2016,Silicon Valley Style Puts Gloss on Teslas Bid for SolarCity,,0.0
591,,,,0.0
592,11/8/2016,Hertz's Market Value Halves After Company Slashes Forecast,,0.0
593,,,,0.0
594,11/8/2016,"India Abolishes Larger Banknotes in Fight Against Graft,' Black Money'",,0.0
595,,,,0.0
596,11/8/2016,Did Democrats Regain Control of the Senate? No. Here Are 10 Races We Watched.,,0.0
597,,,,0.0
598,11/8/2016,Wall St. Ends Higher as Voters Turn Out,,0.0
599,,,,0.0
600,11/8/2016,"CVS Health's 3Q Profit Jumps, but Revenue Disappoints",,0.0
601,,,,0.0
602,11/8/2016,Futures Tumble as Trump Opens Path to White House,,0.0
603,,,,0.0
604,11/8/2016,Global Stocks Steady as Investors Await US Election Results,,0.0
605,,,,0.0
606,11/8/2016,"Morning Agenda: Election Day, Paying for Crime, Whistle-Blowing in Korea",,0.0
607,,,,0.0
608,11/8/2016,Blackstone to Buy German Property Group OfficeFirst Immobilien,,0.0
609,,,,0.0
610,11/8/2016,UK October Commercial Property Capital Values Show First Monthly Rise Since Brexit-CBRE,,0.0
611,,,,0.0
612,11/8/2016,"Dollar, Mexican Peso, Stocks Tumble as Trump Opens Path to White House",,0.0
613,,,,0.0
614,11/8/2016,"Banks, Brokers Gird for Brexit-Style Tumult Following Tuesday's Election",,0.0
615,,,,0.0
616,11/8/2016,"Dow Futures, Asian Shares Tumble as Trump Leads Vote Count",,0.0
617,,,,0.0
618,11/8/2016,A Presidential Campaigns Toughest Challenge: Coping With Defeat,,0.0
619,,,,0.0
620,11/7/2016,Business Highlights,,0.0
621,,,,0.0
622,11/7/2016,What the Election Means for the Markets,The Upshot; analysts predict how financial markets will react to winner of presidential race with majority forecasting less volatile reaction if Hillary Clinton wins and more if victor is Donald Trump.,0.0
623,,,,0.0
624,11/7/2016,U.S. Banks Gird for Brexit-Style Tumult Following Tuesday's Election,,0.0
625,,,,0.0
626,11/7/2016,Wall St. Closes Higher After F.B.I. Decision,"Stocks post biggest gain in eight months, ending nine-day losing streak; analysts attribute rebound to FBI's announcement that it found no evidence to warrant new charges against Democratic presidential candidate Hillary Clinton.",0.0
627,,,,0.0
628,11/7/2016,Ferrari Raises Forecasts After Record Third-Quarter Earnings,,0.0
629,,,,0.0
630,11/7/2016,Exclusive: South African Pension Fund Seeks Central Bank Approval to Increase Barclays Africa Stake: Sources,,0.0
631,,,,0.0
632,11/7/2016,10 Things to Know for Tuesday,,0.0
633,,,,0.0
634,11/7/2016,From President to Pot: A Look at Key Races in Every State,,0.0
635,,,,0.0
636,11/7/2016,An Asian Investor's Haven for U.S. Elections: Yen and a Basket of Arms,,0.0
637,,,,0.0
638,11/7/2016,"Chinese Peer-To-Peer Lender Lufax Sees IPO Helping Local, Overseas Growth-CEO",,0.0
639,,,,0.0
640,11/7/2016,Asian Stocks Mixed as Investors Focus on US Election,,0.0
641,,,,0.0
642,11/7/2016,Asian Shares Edge Up as Investors Cautiously Optimistic on Clinton Win,,0.0
643,,,,0.0
644,11/7/2016,Oil Industrys New Threat? The Global Growth of Electric Cars,,0.0
645,,,,0.0
646,11/7/2016,An Asian Investor's Haven for U.S. Elections: Yen and a Basket of Arms,,0.0
647,,,,0.0
648,11/7/2016,Wall Street Bonuses Are Expected to Sink for 3rd Straight Year,"Compensation consulting firm Johnson Associates reports Wall Street bonuses will be 5 to 10 percent lower than last year's, with deepest cuts among investment banking underwriting, hedge fund and equities professionals; cites broken business mergers and other factors.",0.0
649,,,,0.0
650,11/7/2016,Traders Hold Their Breath as the U.S. Chooses a President,,0.0
651,,,,0.0
652,11/6/2016,Asia Stocks Bounce as Optimism Over Clinton Grows; Dollar Strong,,0.0
653,,,,0.0
654,11/6/2016,U.S. Stock Futures Surge After Clinton Cleared by FBI,,0.0
655,,,,0.0
656,11/6/2016,From Coast to Coast: A Look at Key Races in Every State,,0.0
657,,,,0.0
658,11/6/2016,The Latest: Trump Raps McAuliffe for Restoring Voting Rights,,0.0
659,,,,0.0
660,11/6/2016,Prisoners Get Out of Jail for Papal Mass at Vatican,,0.0
661,,,,0.0
662,11/6/2016,Egyptian Pound Slides Further After Float,,0.0
663,,,,0.0
664,11/6/2016,U.S. Mutual Fund Managers Brace for Closer Presidential Election,,0.0
665,,,,0.0
666,11/5/2016,Saint-Gobain Remains Committed to Deal to Take Over Sika,,0.0
667,,,,0.0
668,11/5/2016,How LinkedIn Drove a Wedge Between Microsoft and Salesforce,,0.0
669,,,,0.0
670,11/5/2016,The Money Management Gospel of Yales Endowment Guru,,0.0
671,,,,0.0
672,11/5/2016,India's Tata Motors Defends Strategy for $1500 Nano Car,,0.0
673,,,,0.0
674,11/5/2016,U.S. Mutual Fund Managers Brace for Closer Presidential Election,,0.0
675,,,,0.0
676,11/5/2016,Alphabet's Unit Discloses Snapchat Investment,,0.0
677,,,,0.0
678,11/5/2016,"Builders That Got Tax Breaks Must Set Aside Some Units for Homeless, City Says","New York City Mayor Bill de Blasio tells developers that under program known as 421-a, they must now distribute percentage of  apartments in market-rate buildings that had been set aside for low- to moderate-income tenants to homeless people; in 300-unit building, that could mean up to 15 apartments for tenants who were previously homeless; developers have expressed range of concerns over mandate.",0.0
679,,,,0.0
680,11/4/2016,Wall St. Scion Gets 4 Years in Prison for Fraud,,0.0
681,,,,0.0
682,11/4/2016,Business Highlights,,0.0
683,,,,0.0
684,11/4/2016,How the Dow Jones Industrial Average Fared on Friday,,0.0
685,,,,0.0
686,11/4/2016,A Stranded $2 Trillion Overseas Stash Gets Closer to Coming Home,,0.0
687,,,,0.0
688,11/4/2016,Tougher 'Dark Pool' Rules Trigger Race for Alternative Venues,,0.0
689,,,,0.0
690,11/4/2016,"Mexico Says Modeling Impact of U.S. Election, Will Act if Needed",,0.0
691,,,,0.0
692,11/4/2016,"Wall St. Ends Lower, Extending a Losing Streak",,0.0
693,,,,0.0
694,11/4/2016,Markets Right Now: S&P 500 in Longest Loss Streak Since 1980,,0.0
695,,,,0.0
696,11/4/2016,Sweden's Clean Corporate Image Dealt Blow With Insider Trading Case,,0.0
697,,,,0.0
698,11/4/2016,"Deutsche Bahn CEO Says Calling Off Arriva, Schenker Flotation",,0.0
699,,,,0.0
700,11/4/2016,Trump U Staff Included Canadian Couple Involved in Fraud,,0.0
701,,,,0.0
702,11/4/2016,S&P 500 Index Marks Its Longest Losing Streak in 36 Years,,0.0
703,,,,0.0
704,11/4/2016,"After Spinoff, Yum China Confident About Growth, Sees Reversals Along Way",,0.0
705,,,,0.0
706,11/4/2016,"Amid Election Jitters, Many Big Funds Stay Aggressive but Cash Tempts",,0.0
707,,,,0.0
708,11/4/2016,"Exclusive: EarthLink, a 90s Internet Star, in Talks to Merge With Windstream-Sources",,0.0
709,,,,0.0
710,11/4/2016,"Corrections: November 4, 2016",,0.0
711,,,,0.0
712,11/4/2016,CICC to Buy China Investment Securities for $2.5 Billion,,0.0
713,,,,0.0
714,11/3/2016,"With Drought Over, Cubs' Attention Turns Toward Title Repeat",,0.0
715,,,,0.0
716,11/3/2016,Business Highlights,,0.0
717,,,,0.0
718,11/3/2016,How the Dow Jones Industrial Average Fared on Thursday,,0.0
719,,,,0.0
720,11/3/2016,"Fund Managers: No, the Election Won't Wreck Your 401(k)",,0.0
721,,,,0.0
722,11/3/2016,Drop in Facebook's Stock Makes for Good Time to Connect: Analysts,,0.0
723,,,,0.0
724,11/3/2016,Fitbit Needs New Hit for Shares to Regain Health,,0.0
725,,,,0.0
726,11/3/2016,Strong Hermes Sales Confirm China-Fueled Luxury Revival,,0.0
727,,,,0.0
728,11/3/2016,Wall St. Closes Lower as Election Looms,,0.0
729,,,,0.0
730,11/3/2016,Markets Right Now: S&P 500 Extends Losing Streak to 8 Days,,0.0
731,,,,0.0
732,11/3/2016,Kitchen Supplier Howden Joinery Shares Fall as UK Sales Growth Slows,,0.0
733,,,,0.0
734,11/3/2016,"Saudi Economy Avoids Crisis but Outlook Murky for Deficit, Growth",,0.0
735,,,,0.0
736,11/3/2016,New Goldman ETF Tracks Popular Hedge Fund Stock Bets,,0.0
737,,,,0.0
738,11/3/2016,Asian Shares Extend Losses as Investors Fret Over US Vote,,0.0
739,,,,0.0
740,11/3/2016,S&P 500 Losing Streak Runs to 8 Days as Facebook Weighs,,0.0
741,,,,0.0
742,11/3/2016,"After Spinoff, Yum China Faces Uncertain Path to Revive Growth",,0.0
743,,,,0.0
744,11/3/2016,"Air France-KLM Seeks to Fight Back With Cheaper, Long-Haul Brand",,0.0
745,,,,0.0
746,11/3/2016,China's Lenovo Swings to Second-Quarter Profit on Property Sale,,0.0
747,,,,0.0
748,11/3/2016,Regus Says Quarterly Growth Slows to 3.8 Percent,,0.0
749,,,,0.0
750,11/3/2016,"Egypt Devalues, Floats Its Currency, Meeting Key IMF Demand",,0.0
751,,,,0.0
752,11/3/2016,"Shawbrook Says Net Loans Rise, Impact From Brexit Minimal",,0.0
753,,,,0.0
754,11/3/2016,"New Adidas CEO Acts to Reshape Reebok, Support Growth",,0.0
755,,,,0.0
756,11/3/2016,"Asian Shares Slip, Dollar Nurses Losses as U.S. Election Looms",,0.0
757,,,,0.0
758,11/2/2016,Business Highlights,,0.0
759,,,,0.0
760,11/2/2016,"Whole Foods to Go From Co-CEOs to 1, Key Sales Measure Falls",,0.0
761,,,,0.0
762,11/2/2016,Whole Foods Beats 4Q Profit Forecasts,,0.0
763,,,,0.0
764,11/2/2016,U.S. Appeals Court Hears Arguments on Scope of Petrobras Class Action,,0.0
765,,,,0.0
766,11/2/2016,"Facebook Gold Streak Continues in 3Q, Boosted by Video",,0.0
767,,,,0.0
768,11/2/2016,Mergers Could Help European Investment Banks Compete With U.S.,,0.0
769,,,,0.0
770,11/2/2016,Valeant Sued for Botching Marketing of Female Libido Pill,,0.0
771,,,,0.0
772,11/2/2016,Microsoft Puts Slack in Cross Hairs With New Office Chat App,,0.0
773,,,,0.0
774,11/2/2016,"Nonprofit Employees, Already Underpaid, Face Special Challenges in Retirement",,0.0
775,,,,0.0
776,11/2/2016,Debt Squeeze Shows Pressure on UK Retailers,,0.0
777,,,,0.0
778,11/2/2016,Stock Exchange Chief Warns on Risk to London's Euro Business,,0.0
779,,,,0.0
780,11/2/2016,Wall St. Closes Lower on Political Uncertainty,,0.0
781,,,,0.0
782,11/2/2016,"Markets Right Now: US Stocks Slip, Extending a Losing Streak",,0.0
783,,,,0.0
784,11/2/2016,"Alibaba Posts Strong Results as Shopping, Cloud Units Grow",,0.0
785,,,,0.0
786,11/2/2016,"LinkedIn, Glassdoor Add Tools to Reveal Your Pay Potential",,0.0
787,,,,0.0
788,11/2/2016,Chipmaker Broadcom to Buy Network Gear Maker Brocade for $5.5 Billion,,0.0
789,,,,0.0
790,11/2/2016,"After Spinoff, Yum China Faces Uncertain Path to Revive Growth",,0.0
791,,,,0.0
792,11/2/2016,"Worried About Yuan Drop, Chinese Foreign Buying Binge Gives Authorities a Headache",,0.0
793,,,,0.0
794,11/2/2016,Asian Stocks Weighed Down by US Presidential Race Concerns,,0.0
795,,,,0.0
796,11/2/2016,Valeant in Talks to Sell Salix Stomach-Drug Unit in $10 Billion Deal,,0.0
797,,,,0.0
798,11/2/2016,Traders Wake Up to Hedging as Election Jitters Jolt Stocks,,0.0
799,,,,0.0
800,11/1/2016,Saudi Aramco CEO Expects Oil Price Rise in 1st-Half 2017,,0.0
801,,,,0.0
802,11/1/2016,"JPMorgan Says Demand for Reserve Card 'Strong, but Tapering'",,0.0
803,,,,0.0
804,11/1/2016,Third Point's Loeb Says Constant Surprises Have Shaped Market in 2016,,0.0
805,,,,0.0
806,11/1/2016,Business Highlights,,0.0
807,,,,0.0
808,11/1/2016,Tesla Says SolarCity Could Provide $1b in Revenue Next Year,,0.0
809,,,,0.0
810,11/1/2016,"Herbalife CEO to Step Down Next Year, COO to Take Over",,0.0
811,,,,0.0
812,11/1/2016,Valeant Says in Talks to Sell Salix Stomach-Drug Business,,0.0
813,,,,0.0
814,11/1/2016,Discovery Signs Partnership With Streaming Service BAMTech,,0.0
815,,,,0.0
816,11/1/2016,Tesla Says SolarCity Would Add $1 Billion to 2017 Revenue,,0.0
817,,,,0.0
818,11/1/2016,Blockbuster Deals in a Race to Stay Ahead of the Competition,,0.0
819,,,,0.0
820,11/1/2016,"David Chang Bets Big, Using Silicon Valley Money","Award-winning restaurateur David Chang says he has sustainable model for industry struggling with rising rents, slim profits and low wages; plans to expand concept behind his delivery-only restaurant Ando in Midtown Manhattan with $7 million he raised from investors in Silicon Valley, Calif.",0.0
821,,,,0.0
822,11/1/2016,Urenco Restructuring Collapses as German Owners Block Deal,,0.0
823,,,,0.0
824,11/1/2016,Markets Close Lower as Presidential Race Appears to Tighten,,0.0
825,,,,0.0
826,11/1/2016,"In Greece, Property Is Debt",,0.0
827,,,,0.0
828,11/1/2016,Swiss May Curb Loophole Allowing Payments to Avoid Jail Time,,0.0
829,,,,0.0
830,11/1/2016,"Hedge Fund Manager Crispin Odey Predicts UK Recession, Stock Market Fall-Letter",,0.0
831,,,,0.0
832,11/1/2016,Newspaper Deal Falls Apart as Gannett Gives Up on Tronc,,0.0
833,,,,0.0
834,11/1/2016,Gannett Abandons Effort to Buy the Newspaper Publisher Tronc,,0.0
835,,,,0.0
836,11/1/2016,KFC Owner Yum Brands Completes Spinoff of China Business,,0.0
837,,,,0.0
838,11/1/2016,"Hexagon CEO Was Under Arrest During Results Call, Investors Unaware",,0.0
839,,,,0.0
840,11/1/2016,Standard Chartered Faces Inquiry Into Hong Kong Stock Sale,,0.0
841,,,,0.0
842,11/1/2016,Shell Takes Top Earnings Spot From Exxon as Oil Majors Adapt to Low Prices,,0.0
843,,,,0.0
844,11/1/2016,Weir Warns on Profit Due to Weak Middle East Oil Markets,,0.0
845,,,,0.0
846,11/1/2016,StanChart Says Hong Kong Regulator Probing Its Role as Joint Sponsor of IPO,,0.0
847,,,,0.0
848,11/1/2016,StanChart Income Fall Worries CEO Winters and Chills Shares,,0.0
849,,,,0.0
850,11/1/2016,Pakistan's Imran Khan Backs Off From Threat to Shut Down Capital,,0.0
851,,,,0.0
852,11/1/2016,UK Insurer Hastings Gross Written Premiums Rise,,0.0
853,,,,0.0
854,11/1/2016,Social Housing Trust Civitas Eyes London Listing,,0.0
855,,,,0.0
856,11/1/2016,"Asian Stocks, Dollar Rattled by Tightening U.S. Election Race",,0.0
857,,,,0.0
858,11/1/2016,China October Factory Activity Expands at Fastest Pace in Over Two Years,,0.0
859,,,,0.0
860,11/1/2016,U.S. Stocks Not Moved by October's Marquee Deals,,0.0
861,,,,0.0
862,11/1/2016,Newest Weapon in U.S. Hunt for Insider Traders Paying Off,,0.0
863,,,,0.0
864,11/1/2016,"Norman Brokaw, Agent to Marilyn Monroe and Elvis Presley, Dies at 89","Norman Brokaw, former chairman of William Morris Agency who widened agency's net to include corporate, sports and political figures as clients, dies at age 89.",0.0
865,,,,0.0
866,11/1/2016,Donald Trump Used Legally Dubious Method to Avoid Paying Taxes,"Documents obtained by The New York Times reveal Donald Trump used legally dubious tax avoidance maneuver in early 1990s that allowed him to avoid reporting hundreds of millions of dollars in taxable income; Trump's lawyers reportedly warned him about using strategy, known among tax practitioners as 'stock-for-debt swap,' which was later outlawed by Congress.",0.0
867,,,,0.0
868,11/1/2016,What Happens to the Markets if Donald Trump Wins?,Andrew Ross Sorkin DealBook column concludes it is impossible to predict how stock market and economy will react if Republican nominee Donald J Trump is elected president; notes which pessimistic outcomes are most probable. ,0.0
869,,,,0.0
870,10/31/2016,Victims Seek Mercy for a Wall St. Scion Who Defrauded Them,"Victims bilked by Wall Street trader Andrew Caspersen ask court to show leniency when sentencing; Judge Jed S Rakoff agrees to hear testimony from Yale University professor Dr Marc N Potenza, who asserts Caspersen's severe gambling is mental illness that caused him to compulsively trade until he lost all his clients' money; former PJT Partners employee had pleaded guilty to security and wire fraud charges in July and faces over 15 years in prison.",0.0
871,,,,0.0
872,10/31/2016,3 Reasons the Fed Will Likely Leave Rates Alone This Week,,0.0
873,,,,0.0
874,10/31/2016,Institutional Funds File 100 Million Pounds Damages Claim Against Tesco,,0.0
875,,,,0.0
876,10/31/2016,"Wall St. Ends Flat Amid Election Doubts, M&A Flurry",,0.0
877,,,,0.0
878,10/31/2016,"CenturyLink, a Network Provider, to Acquire Level 3, a Rival",,0.0
879,,,,0.0
880,10/31/2016,General Electric Plans to Merge Its Oil and Gas Division With Baker Hughes,"General Electric says it plans to merge its oil and gas division with fellow services provider Baker Hughes; announcement follows collapse of deal between Halliburton and Baker Hughes in spring 2016 after failing to win approval of antitrust regulators, raising speculation that companies involved in latest proposed merger will be asked to make concessions.",0.0
881,,,,0.0
882,10/31/2016,CenturyLink to Buy Level 3 Communications for About $24 Bln,,0.0
883,,,,0.0
884,10/31/2016,"GE, Baker Hughes Create Powerful New Player in Energy Sector",,0.0
885,,,,0.0
886,10/31/2016,Legoland Becomes First Brick in Dubai's Southern Expansion,,0.0
887,,,,0.0
888,10/31/2016,China Scrutinises Foreign Insurers in Fight Against Illegal HK Sales-Report,,0.0
889,,,,0.0
890,10/31/2016,Coal Price Rally Comes to the Rescue of Commodity Trading Giants,,0.0
891,,,,0.0
892,10/31/2016,WPP Sees Signs of Brexit Uncertainty as Sales Growth Slows,,0.0
893,,,,0.0
894,10/31/2016,"So Far, Sexting, Groping Is 2016's 'October Surprise'",,0.0
895,,,,0.0
896,10/31/2016,"China Funds Raise Equity, Bond Exposure; Cut Cash Holdings-Reuters Poll",,0.0
897,,,,0.0
898,10/31/2016,GE to Merge Oil Unit With Baker Hughes to Create Service Giant,,0.0
899,,,,0.0
900,10/31/2016,Asia Stocks Make Shaky Start as FBI Review of Clinton Emails Rattles Markets,,0.0
901,,,,0.0
902,10/30/2016,Imran Khan Says Mass Protest No Danger to Pakistan Democracy,,0.0
903,,,,0.0
904,10/30/2016,"So Far, Sexting, Groping Is 2016's 'October Surprise'",,0.0
905,,,,0.0
906,10/29/2016,The Dangers of Donald Trump,,0.0
907,,,,0.0
908,10/29/2016,Electric-Car Maker Tesla Plans to Sell Solar Roof Tiles Too,,0.0
909,,,,0.0
910,10/29/2016,"With City of Towers, China Puts Its Economic Stamp on Caucasus",,0.0
911,,,,0.0
912,10/29/2016,Greek Homeowners Scramble as Repossession Looms: Its Like a Horror Movie,,0.0
913,,,,0.0
914,10/29/2016,"For AT&T Chief, Time Warner Deal Is the Peak of an Ambitious Climb",,0.0
915,,,,0.0
916,10/29/2016,Today in History,,0.0
917,,,,0.0
918,10/28/2016,"Greenlight Sells Profitable Vodafone, Evonik Stakes-Letter",,0.0
919,,,,0.0
920,10/28/2016,Business Highlights,,0.0
921,,,,0.0
922,10/28/2016,Cirrus Logic Surges as Wall Street Plugs in High-Tech Earbuds,,0.0
923,,,,0.0
924,10/28/2016,Parent Company of Titleist and Foot-Joy Goes Public,,0.0
925,,,,0.0
926,10/28/2016,Exxon Concedes It May Need to Declare Lower Value for Oil in Ground,,0.0
927,,,,0.0
928,10/28/2016,New Reese's Cups and Kit Kats Help Boost Hershey,,0.0
929,,,,0.0
930,10/28/2016,Does Baby Powder Cause Cancer? Another Jury Says Yes.,,0.0
931,,,,0.0
932,10/28/2016,Aligning Your Investments With What Motivates You,,0.0
933,,,,0.0
934,10/28/2016,Even Math Teachers Are at a Loss to Understand Annuities,,0.0
935,,,,0.0
936,10/28/2016,LPC-UK Syndicated Lending Slumps Amid Brexit Uncertainty,,0.0
937,,,,0.0
938,10/28/2016,Wells Fargo Shareholders Await Word From Buffett as November Nears,,0.0
939,,,,0.0
940,10/28/2016,"Spending vs. Profits: Amazon, Short-Term Investors at Odds Again",,0.0
941,,,,0.0
942,10/28/2016,Wall St. Ends Lower on F.B.I. Inquiry,,0.0
943,,,,0.0
944,10/28/2016,Markets Right Now: Stocks Wobble to a Slightly Lower Close,,0.0
945,,,,0.0
946,10/28/2016,Exclusive-Owners of Jeweller Thom Europe Tap Banks for Sale or IPO: Sources,,0.0
947,,,,0.0
948,10/28/2016,"AutoNation to Sell Its Own Parts, Add Used Car Centers",,0.0
949,,,,0.0
950,10/28/2016,Tata May Find Dismissing Mistry Easier Than His Accusations,,0.0
951,,,,0.0
952,10/28/2016,Wall St. Falls as FBI to Review More Clinton Emails,,0.0
953,,,,0.0
954,10/28/2016,UBS Is Under Investigation in Hong Kong Over Its I.P.O. Work,,0.0
955,,,,0.0
956,10/28/2016,"Morning Agenda: Shunning Hedge Funds, Chip Makers Consolidate, Tech Lessons",,0.0
957,,,,0.0
958,10/28/2016,Sales in Trump Buildings Fall Off,,0.0
959,,,,0.0
960,10/28/2016,Hong Kong Regulators Probe UBS on Initial Public Offerings,,0.0
961,,,,0.0
962,10/28/2016,Oil Ends Week Down on Uncertainty Over OPEC Cuts,,0.0
963,,,,0.0
964,10/28/2016,Stocks Wilt After FBI Inquiry Into New Clinton Emails,,0.0
965,,,,0.0
966,10/28/2016,Hong Kong Regulator Probes UBS's Role as Sponsor of Certain IPOs,,0.0
967,,,,0.0
968,10/28/2016,UBS Beefs Up Funds for U.S. Mortgage Mis-Selling Case to $1.4 Billion,,0.0
969,,,,0.0
970,10/28/2016,Carlyle Group Turns Focus From Hedge Funds to Lending,"Private equity firm Carlyle Group informs its investors that it will move away from hedge fund investments, citing high fees and weak performance; co-founder William E Conway Jr says firm will strengthen its focus on direct lending, part of its global markets strategies business. ",0.0
971,,,,0.0
972,10/27/2016,Business Highlights,,0.0
973,,,,0.0
974,10/27/2016,Amazon Misses 3Q Profit Forecasts,,0.0
975,,,,0.0
976,10/27/2016,"Google Parent Alphabet Profit Surges on Mobile, Video Ads",,0.0
977,,,,0.0
978,9/1/2016,Big-Drinking Vietnam to Wholly Divest From Its Sought After Beer Assets,,0.0
979,,,,0.0
980,9/1/2016,FTSE 100 Falls as Sterling Rebounds and Energy Shares Slide,,0.0
981,,,,0.0
982,9/1/2016,Report: Samsung to Recall Phones After Explosion Claims,,0.0
983,,,,0.0
